practice_name,phone,fax,address_line_1,address_line_2,city,state,zip_code,primary_taxonomy,taxonomy_code,estimated_physician_count,physician_names_sample,npi,enumeration_type,enumeration_date,last_updated,authorized_official_name,authorized_official_title,all_taxonomies,country,Called_Status,Date Called,Daytime Call Time,After Hrs Call Time,Category_A_FollowUp_WorkHours,Category_B_NewPatient_WorkHours,Category_C_AfterHours_FollowUp,Category_D_AfterHrs_NewPatient,Overall_System_Type,Unified_Call_Notes
SUMMA PHYSICIANS LLC,(330) 434-0543,,3780 MEDINA RD STE 220,,MEDINA,OH,442569312,Surgery,208600000X,0,,1003061243,NPI-2,2008-12-01,2025-10-10,WENDY CARSON,"Manager, Payer Enrollment","Orthopaedic Surgery; Internal Medicine, Sleep Medicine; Podiatrist, Foot & Ankle Surgery; Nurse Practitioner; Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Physician Assistant; Family Medicine, Sports Medicine; Clinical Nurse Specialist; Internal Medicine, Endocrinology, Diabetes & Metabolism; Surgery",United States,No,,,,,,,,,
SUMMA PHYSICIANS LLC,(330) 375-4100,234-312-2329,3780 MEDINA RD STE 105,,MEDINA,OH,442569313,"Family Medicine, Sports Medicine",207QS0010X,0,,1649559964,NPI-2,2011-08-04,2025-10-13,WENDY CARSON,"Manager, Payer Enrollment","Family Medicine, Sports Medicine",United States,No,,,,,,,,,
"LAKE HOSPITAL SYSTEM, INC.",(440) 833-2010,440-833-2096,7956 TYLER BLVD,,MENTOR,OH,440604806,"Family Medicine, Sports Medicine",207QS0010X,0,,1669783593,NPI-2,2010-06-25,2010-06-25,ROBERT TRACZ,Chief Financial Officer,"Family Medicine, Sports Medicine",United States,No,,,,,,,,,
GREENE MEMORIAL HOSPITAL SERVICES INC,(937) 558-3208,937-558-3248,10050 INNOVATION DR,SUITE 200,MIAMISBURG,OH,453424931,Family Medicine,207Q00000X,0,,1457384380,NPI-2,2006-07-07,2014-06-30,TIMOTHY KO,CFO,"Obstetrics & Gynecology; Physical Medicine & Rehabilitation; Plastic Surgery; Pediatrics; Internal Medicine; Orthopaedic Surgery; Hospitalist; Psychiatry & Neurology, Neurology; Internal Medicine, Hematology & Oncology; Internal Medicine, Cardiovascular Disease; Psychiatry & Neurology, Psychiatry; Family Medicine",United States,No,,,,,,,,,
CHARLES C SHIN MD INC,(440) 816-2730,440-816-5352,7225 OLD OAK BLVD,SUITE B312,MIDDLEBURG HTS,OH,441303377,Orthopaedic Surgery,207X00000X,0,,1114186798,NPI-2,2008-06-09,2009-04-09,CHARLES SHIN,Owner,Orthopaedic Surgery,United States,No,,,,,,,,,
PREMIER HEALTH SPECIALISTS INC,(513) 420-3773,513-727-2539,5900 LONG MEADOW DR,,MIDDLETOWN,OH,450059687,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine",207XS0117X,0,,1871885319,NPI-2,2011-05-03,2013-11-07,CHRISTOPHER DANIS,President/CEO,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine",United States,No,,,,,,,,,
BETHESDA INC.,(513) 569-1971,,10475 MONTGOMERY RD STE 4G,,MONTGOMERY,OH,452425200,Internal Medicine,207R00000X,0,,1063540763,NPI-2,2007-03-02,2024-07-22,KRISTEN DUPPS,"Manager, Telehealth Care Team","Allergy & Immunology; Dermatology; Family Medicine; Internal Medicine; Internal Medicine, Endocrinology, Diabetes & Metabolism; Internal Medicine, Gastroenterology; Internal Medicine, Infectious Disease; Internal Medicine, Pulmonary Disease; Internal Medicine, Rheumatology; Obstetrics & Gynecology; Orthopaedic Surgery; Otolaryngology; Pediatrics; Physical Medicine & Rehabilitation; Surgery",United States,No,,,,,,,,,
"COMMUNITY MEDICAL PRACTICES, LLC",(740) 393-9000,,1330 COSHOCTON AVE,,MOUNT VERNON,OH,43050,"Pediatrics, Adolescent Medicine",2080A0000X,0,,1851598155,NPI-2,2007-06-29,2008-03-17,MICHAEL AMBROSIANI,CFO,"Family Medicine; Internal Medicine; Obstetrics & Gynecology; Obstetrics & Gynecology; Obstetrics & Gynecology; Orthopaedic Surgery, Sports Medicine; Otolaryngology; Surgery; Surgery; Urology; Pediatrics, Adolescent Medicine",United States,No,,,,,,,,,
MT VERNON SPORTS AND FAMILY MEDICINE LLC,(740) 392-8001,740-392-8008,1320 COSHOCTON AVE,STE E,MOUNT VERNON,OH,430506400,"Family Medicine, Sports Medicine",207QS0010X,0,,1609065218,NPI-2,2007-10-19,2007-12-06,JAMES STURMI,doctor,"Family Medicine, Sports Medicine",United States,No,,,,,,,,,
OHIOHEALTH CORPORATION,(740) 753-1931,,1950 MOUNT SAINT MARYS DR,,NELSONVILLE,OH,457641280,Family Medicine,207Q00000X,0,,1912184045,NPI-2,2008-01-31,2008-01-31,STEVEN SWART,CEO/President,"Family Medicine, Sports Medicine; Internal Medicine; Surgery; Family Medicine",United States,No,,,,,,,,,
BEACON ORTHOPAEDICS & SPORTS MEDICINE LTD,(614) 221-6331,,7277 SMITHS MILL RD,,NEW ALBANY,OH,430548195,"Orthopaedic Surgery, Sports Medicine",207XX0005X,0,,1609528033,NPI-2,2022-01-26,2025-07-24,TIMOTHY YUCKMAN,CEO,"Orthopaedic Surgery, Sports Medicine",United States,No,,,,,,,,,
DOCID1,(214) 277-3404,,1980 TAMARACK RD,,NEWARK,OH,430551363,Orthopaedic Surgery,207X00000X,0,,1598129124,NPI-2,2016-04-10,2016-04-10,JIM GRIFFIN,President,Orthopaedic Surgery,United States,No,,,,,,,,,
"DOCOH1, LLC",(740) 788-9220,740-788-9226,1980 TAMARACK RD,,NEWARK,OH,430551363,Orthopaedic Surgery,207X00000X,0,,1578935367,NPI-2,2015-10-20,2015-10-20,DAVID HASSINGER,Managing Partner,"Plastic Surgery, Surgery of the Hand; Orthopaedic Surgery",United States,No,,,,,,,,,
"ORTHOUNITED, INC.",(330) 305-0838,330-305-0461,7442 FRANK AVENUE NW,,NORTH CANTON,OH,44720,Orthopaedic Surgery,207X00000X,0,,1649236142,NPI-2,2006-04-24,2023-10-21,FRED LUECKE,CHIEF OPERATING OFFICER,"Occupational Therapist; Physician Assistant; Physician Assistant, Medical; Physician Assistant, Surgical; Nurse Practitioner; Nurse Practitioner, Family; Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Orthopaedic Surgery, Sports Medicine; Orthopaedic Surgery, Orthopaedic Trauma; Physical Medicine & Rehabilitation; Podiatrist, Foot & Ankle Surgery; Physical Therapist; Psychologist, Clinical; Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery",United States,No,,,,,,,,,
CLECARE URGENT CARE LLC,(440) 991-1212,404-305-0010,26622 LORAIN ROAD,,NORTH OLMSTED,OH,440703204,Family Medicine,207Q00000X,0,,1346967361,NPI-2,2022-10-20,2025-06-12,IBRAHIM HASAN,Owner,"Emergency Medicine; Family Medicine, Sports Medicine; Clinic/Center, Urgent Care; Family Medicine",United States,No,,,,,,,,,
WAYNE HOLMES PHYSICIANS INDEPENDENT PRACTICE CORPORATION,(330) 855-4709,,365 S CROWN HILL RD,,ORRVILLE,OH,446679527,Family Medicine,207Q00000X,0,,1932409901,NPI-2,2010-10-25,2010-10-27,THOMAS FENZL,President,"Urology; Family Medicine, Sports Medicine; Internal Medicine; Internal Medicine, Cardiovascular Disease; Internal Medicine, Critical Care Medicine; Internal Medicine, Gastroenterology; Internal Medicine, Geriatric Medicine; Internal Medicine, Pulmonary Disease; Internal Medicine, Rheumatology; Obstetrics & Gynecology; Ophthalmology; Orthopaedic Surgery; Otolaryngology; Plastic Surgery; Family Medicine",United States,No,,,,,,,,,
CRAIG L BIERER,(513) 523-2663,513-523-6968,5151 MORNING SUN RD,SUITE A,OXFORD,OH,450569545,Orthopaedic Surgery,207X00000X,0,,1962682120,NPI-2,2007-11-05,2008-06-18,CRAIG BIERER,Owner,Orthopaedic Surgery,United States,No,,,,,,,,,
"DOUGLAS C GULA DO PA, MIDWEST ORTHOPEDICS AND SPORTS MEDICINE",(513) 524-4290,513-523-0767,5144B COLLEGE CORNER PIKE,,OXFORD,OH,45056,Orthopaedic Surgery,207X00000X,0,,1144262916,NPI-2,2006-06-13,2008-05-27,DOUGLAS GULA,PRESIDENT,Orthopaedic Surgery,United States,No,,,,,,,,,
"MCCULLOUGH-HYDE MEMORIAL HOSPITAL, INC.",(513) 524-1100,,5151 MORNING SUN RD STE A,PINNACLE ORTHOPAEDICS & SPORTS MEDICINE,OXFORD,OH,450569546,Orthopaedic Surgery,207X00000X,0,,1831525500,NPI-2,2013-09-25,2014-02-26,BRYAN HEHEMANN,President & CEO,"Orthopaedic Surgery, Sports Medicine; Orthopaedic Surgery",United States,No,,,,,,,,,
HEALTHSPAN PHYSICIANS LLC,(216) 265-8810,216-265-8890,12301 SNOW RD,,PARMA,OH,441301002,Internal Medicine,207R00000X,0,,1982038840,NPI-2,2013-08-28,2013-08-28,DAVID NOWISKI,CFO of Physician Operations,"Family Medicine; Obstetrics & Gynecology; Ophthalmology; Emergency Medicine; Orthopaedic Surgery; Pediatrics; Psychiatry & Neurology, Psychiatry; Radiology, Diagnostic Radiology; Surgery; Urology; Podiatrist, Foot & Ankle Surgery; Internal Medicine",United States,No,,,,,,,,,
"UNIVERSITY PRIMARY CARE PRACTICES, INC.",(440) 845-6400,,6789 RIDGE RD STE 100,,PARMA,OH,44129,Orthopaedic Surgery,207X00000X,0,,1003943697,NPI-2,2007-02-28,2018-06-04,CLIFF MEGERIAN,President of UH Physician Services,Orthopaedic Surgery,United States,No,,,,,,,,,
OHIOHEALTH CORPORATION,(614) 828-4241,614-367-7768,1797 HILL RD N STE 100,,PICKERINGTON,OH,431477998,Family Medicine,207Q00000X,0,,1255639381,NPI-2,2011-03-15,2011-03-15,MARK WUESTEWALD,Director of Revenue Cycle,"Family Medicine, Sports Medicine; Internal Medicine; Internal Medicine, Sports Medicine; Family Medicine",United States,No,,,,,,,,,
JAMES N PANTELAKIS MD INC,(330) 729-9910,330-318-6257,6615 CLINGAN RD,SUITE A,POLAND,OH,445142196,Orthopaedic Surgery,207X00000X,0,,1083800932,NPI-2,2007-09-24,2008-04-10,JAMES PANTELAKIS,President,Orthopaedic Surgery,United States,No,,,,,,,,,
HECTOR V SOTO MD INC,(740) 354-6631,740-355-8513,1010 24TH ST,,PORTSMOUTH,OH,456622822,Orthopaedic Surgery,207X00000X,0,,1629091582,NPI-2,2006-07-25,2010-01-29,HECTOR SOTO,Physician,Durable Medical Equipment & Medical Supplies; Orthopaedic Surgery,United States,No,,,,,,,,,
TRINIDAD ORTHOPAEDICS AND SPORTSMEDICINE INC,(740) 351-0980,740-351-0021,1729 KINNEYS LANE,SUITE-102,PORTSMOUTH,OH,456623166,"Orthopaedic Surgery, Sports Medicine",207XX0005X,0,,1558681395,NPI-2,2010-06-03,2016-02-26,GERARDO TRINIDAD,PRESIDENT,"Physician Assistant; Nurse Practitioner, Family; Orthopaedic Surgery, Sports Medicine",United States,No,,,,,,,,,
COLUMBUS CENTER FOR SPORTS AND REGENERATIVE MEDICINE LLC,(614) 636-2378,,25 HIDDEN RAVINES DR,,POWELL,OH,430659883,"Family Medicine, Sports Medicine",207QS0010X,0,,1871310292,NPI-2,2024-09-25,2025-06-29,AHMED KHAN,Owner,"Family Medicine, Sports Medicine",United States,No,,,,,,,,,
MANTUA FAMILY HEALTHCARE,(419) 861-3451,419-861-3451,6693 N CHESTNUT ST,10A&B,RAVENNA,OH,442663922,"Family Medicine, Sports Medicine",207QS0010X,0,,1588862163,NPI-2,2007-07-05,2020-08-22,ANN WELDY,Office Manager,"Family Medicine, Sports Medicine",United States,No,,,,,,,,,
"NORTH HILL ORTHOPAEDIC SURGERY, INC.",(330) 929-2694,330-929-2782,6847 N CHESTNUT ST,SUITE 225,RAVENNA,OH,442663929,,213ES0131X,0,,1073696332,NPI-2,2006-10-23,2025-09-11,JEFFREY THARP,President,"Orthopaedic Surgery, Adult Reconstructive Orthopaedic Surgery; Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Physical Medicine & Rehabilitation, Pain Medicine",United States,No,,,,,,,,,
"CREIGHTON G. HEYL, D.O., INC",(440) 943-2086,440-943-5440,26971 CHARDON RD,,RICHMOND HTS,OH,441431111,Orthopaedic Surgery,207X00000X,0,,1700905429,NPI-2,2007-03-28,2008-04-20,CREIGHTON HEYL,PRESIDENT,Orthopaedic Surgery,United States,No,,,,,,,,,
SUMMA PHYSICIANS LLC,(234) 867-7590,,4211 STATE ROUTE 44 STE 130,,ROOTSTOWN,OH,442729698,"Psychiatry & Neurology, Neurology",2084N0400X,0,,1942431457,NPI-2,2009-07-31,2025-10-09,WENDY CARSON,"Manager, Payer Enrollment","Internal Medicine, Sleep Medicine; Family Medicine, Sports Medicine; Orthopaedic Surgery; Orthopaedic Surgery, Sports Medicine; Psychiatry & Neurology, Neurology",United States,No,,,,,,,,,
SUMMA PHYSICIANS LLC,(330) 325-7171,330-325-7271,4211 STATE ROUTE 44,SUITE 1550,ROOTSTOWN,OH,44272,Family Medicine,207Q00000X,0,,1154728061,NPI-2,2014-11-21,2025-10-09,WENDY CARSON,"Manager, Payer Enrollment","Obstetrics & Gynecology, Gynecologic Oncology; Nurse Practitioner; Family Medicine, Sports Medicine; Obstetrics & Gynecology; Family Medicine",United States,No,,,,,,,,,
NORTHERN OHIO MEDICAL SPECIALISTS LLC,(419) 609-1112,419-609-1123,3004 HAYES AVE,,SANDUSKY,OH,448705321,Internal Medicine,207R00000X,0,,1225085855,NPI-2,2006-05-28,2026-02-16,RICHARD SCHNEIDER,CEO,"Orthopaedic Surgery, Adult Reconstructive Orthopaedic Surgery; Orthopaedic Surgery; Otolaryngology; Internal Medicine, Sports Medicine; Family Medicine; Psychiatry & Neurology, Neurology; Internal Medicine, Gastroenterology; Internal Medicine, Pulmonary Disease; Surgery; Otolaryngology, Plastic Surgery within the Head & Neck; Obstetrics & Gynecology; Orthopaedic Surgery, Sports Medicine; Internal Medicine",United States,No,,,,,,,,,
OUTREACH PROFESSIONAL SERVICES INC,(440) 248-8888,440-349-4026,33141 BAINBRIDGE RD,,SOLON,OH,44139,"Internal Medicine, Sports Medicine",207RS0010X,0,,1770765380,NPI-2,2007-12-05,2010-01-12,MISTY BLAYLOCK,Credentialing Coordinator,"Orthopaedic Surgery; Podiatrist; Internal Medicine, Sports Medicine",United States,No,,,,,,,,,
"ALBERT E. BECKER, M.D. INC",(937) 399-2142,937-399-1945,30 W MCCREIGHT AVE,SUITE 110,SPRINGFIELD,OH,455041842,Orthopaedic Surgery,207X00000X,0,,1710020821,NPI-2,2007-02-15,2010-03-19,ALBERT BECKER,owner,Orthopaedic Surgery,United States,No,,,,,,,,,
"DAVID B. GALLUCH, MD,LLC",(937) 398-1066,937-398-1076,30 W MCCREIGHT AVE,SUITE 109,SPRINGFIELD,OH,455041842,Orthopaedic Surgery,207X00000X,0,,1497852750,NPI-2,2006-09-20,2020-08-22,DAVID GALLUCH,"MD,LLC",Orthopaedic Surgery,United States,No,,,,,,,,,
JOHN W DOBSON MD INC,(937) 325-2663,937-325-9826,2330 E HIGH ST,,SPRINGFIELD,OH,455051371,Orthopaedic Surgery,207X00000X,0,,1366623662,NPI-2,2007-11-15,2007-11-22,JOHN DOBSON,OWNER,Orthopaedic Surgery,United States,No,,,,,,,,,
MERCY HEALTH PHYSICIANS SPRINGFIELD SPECIALTY CARE LLC,(888) 696-3541,,100 MEDICAL CENTER DR,,SPRINGFIELD,OH,455042687,Surgery,208600000X,0,,1790308104,NPI-2,2020-05-20,2026-03-10,CASSIE LOWE,"System Director, Payer Delegation &","Urology; Nurse Practitioner; Allergy & Immunology; Physician Assistant; Psychiatry & Neurology, Psychiatry; Internal Medicine, Cardiovascular Disease; Orthopaedic Surgery; Internal Medicine, Critical Care Medicine; Obstetrics & Gynecology, Gynecology; Hospitalist; Dermatology; Orthopaedic Surgery, Sports Medicine; Internal Medicine, Pulmonary Disease; Surgery",United States,No,,,,,,,,,
NICK GHAPHERY LLC,(740) 296-5529,740-296-5160,106 PLAZA DRIVE,,ST CLAIRSVILLE,OH,43950,"Family Medicine, Sports Medicine",207QS0010X,0,,1104832476,NPI-2,2006-07-31,2010-06-18,NICK GHAPHERY,Sole Propr,"Family Medicine, Sports Medicine",United States,No,,,,,,,,,
"CHARLES P. CAPITO, MD & STEPHEN R. ALATIS, DO, PLLC",(740) 266-9411,740-266-9590,2315 SUNSET BLVD,SUITEC,STEUBENVILLE,OH,439522496,Orthopaedic Surgery,207X00000X,0,,1851537344,NPI-2,2009-01-05,2009-01-05,CHARLES CAPITO,Partner,Orthopaedic Surgery,United States,No,,,,,,,,,
RIVERSIDE MEDICAL INC,(740) 283-7578,740-283-7807,401 MARKET ST,SUITE 1000,STEUBENVILLE,OH,439522881,Internal Medicine,207R00000X,0,,1811918089,NPI-2,2006-07-22,2011-07-26,CATHY GROVES,Administrator,"Dietitian, Registered; Family Medicine; Internal Medicine, Cardiovascular Disease; Internal Medicine, Gastroenterology; Internal Medicine, Interventional Cardiology; Internal Medicine, Nephrology; Internal Medicine, Pulmonary Disease; Internal Medicine, Sports Medicine; Nuclear Medicine, Nuclear Cardiology; Otolaryngology; Physical Medicine & Rehabilitation, Sports Medicine; Psychiatry & Neurology, Neurology; Thoracic Surgery (Cardiothoracic Vascular Surgery); Nurse Practitioner; Internal Medicine",United States,No,,,,,,,,,
"STEUBENVILLE ORTHOPEDICS & SPORTS MEDICINE, INC.",(740) 283-2062,740-283-2049,4100 JOHNSON RD,SUITE 102,STEUBENVILLE,OH,439522356,"Orthopaedic Surgery, Sports Medicine",207XX0005X,0,,1538156427,NPI-2,2005-10-05,2008-03-31,KUMAR AMIN,Owner,"Orthopaedic Surgery; Orthopaedic Surgery, Sports Medicine",United States,No,,,,,,,,,
PROMEDICA CENTRAL PHYSICIANS LLC,(419) 824-1999,419-882-7016,5308 HARROUN RD,SUITE 170,SYLVANIA,OH,435602114,Family Medicine,207Q00000X,0,,1407299878,NPI-2,2013-04-16,2013-04-16,AMY BAHNSEN,Credentialing Supervisor,"Family Medicine, Sports Medicine; Family Medicine",United States,No,,,,,,,,,
SUMMA PHYSICIANS LLC,(330) 865-5333,234-312-2341,60 NORTH AVE,,TALLMADGE,OH,442781916,Orthopaedic Surgery,207X00000X,0,,1518276260,NPI-2,2010-09-29,2025-10-10,WENDY CARSON,"Manager, Payer Enrollment","Family Medicine, Sports Medicine; Orthopaedic Surgery",United States,No,,,,,,,,,
MERCY HEALTH PHYSICIANS NORTH SPECIALTY CARE LLC,(888) 696-3541,,2200 JEFFERSON AVE,,TOLEDO,OH,436047101,Surgery,208600000X,0,,1306468418,NPI-2,2020-05-12,2026-03-10,CASSIE LOWE,"System Director, Payer Delegation &","Urology; Nurse Practitioner; Allergy & Immunology; Physician Assistant; Psychiatry & Neurology, Psychiatry; Internal Medicine, Cardiovascular Disease; Orthopaedic Surgery; Internal Medicine, Critical Care Medicine; Obstetrics & Gynecology, Gynecology; Hospitalist; Dermatology; Orthopaedic Surgery, Sports Medicine; Internal Medicine, Pulmonary Disease; Surgery",United States,No,,,,,,,,,
MERCY HEALTH-ST CHARLES HOSPITAL LLC,(419) 696-1520,,1020 VARLAND AVE,,TOLEDO,OH,436053245,Family Medicine,207Q00000X,0,,1386689933,NPI-2,2006-06-18,2022-01-13,SAMANTHA PLATZKE,CFO,"Obstetrics & Gynecology; Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Advanced Practice Midwife; Family Medicine",United States,No,,,,,,,,,
"ORTHOPAEDIC INSTITUTE OF OHIO, INC",(419) 222-6622,419-224-0015,2142 N COVE BLVD,,TOLEDO,OH,436063895,"Orthopaedic Surgery, Orthopaedic Trauma",207XX0801X,0,,1720351984,NPI-2,2012-02-20,2012-03-30,NORALU KAHLE,Director of Clinical Services,"Orthopaedic Surgery, Orthopaedic Trauma",United States,No,,,,,,,,,
PROMEDICA MULTI SPECIALTY PHYSICIANS,(567) 585-1964,419-824-7359,100 MADISON AVE,MSC-S38805,TOLEDO,OH,436041531,Family Medicine,207Q00000X,0,,1306105150,NPI-2,2012-05-15,2025-12-16,LORRAINE MCCUNE,Credentialing Specialist,"Family Medicine, Sports Medicine; Internal Medicine, Hematology & Oncology; Clinic/Center, Multi-Specialty; Internal Medicine, Sleep Medicine; Psychiatry & Neurology, Neurology; Surgery, Plastic and Reconstructive Surgery; Internal Medicine, Pulmonary Disease; Otolaryngology; Internal Medicine, Endocrinology, Diabetes & Metabolism; Internal Medicine, Infectious Disease; Family Medicine",United States,No,,,,,,,,,
SPORTSCARE PHYSICIANS,(419) 578-7590,419-537-5605,2865 N REYNOLDS RD STE 140,,TOLEDO,OH,436152069,"Internal Medicine, Sports Medicine",207RS0010X,0,,1043529696,NPI-2,2010-09-30,2010-09-30,LORI MCCUNE,Credentialing Coordinator,"Internal Medicine, Sports Medicine",United States,No,,,,,,,,,
TOLEDO FOOT AND ANKLE SPECIALIST,(419) 471-0079,419-471-0881,3128 W SYLVANIA AVE,,TOLEDO,OH,436134132,Podiatrist,213E00000X,0,,1508548603,NPI-2,2023-08-07,2024-01-25,ABLA SOUEIDAN,MANAGER,"Podiatrist, Radiology; Podiatrist, Sports Medicine; Podiatrist, Foot & Ankle Surgery; Podiatrist",United States,No,,,,,,,,,
TOLEDO JOINT REPLACEMENT AND ORTHOPAEDIC CENTER,(419) 843-5633,419-843-5670,4126 N HOLLAND SYLVANIA RD,SUITE 100,TOLEDO,OH,436233536,Orthopaedic Surgery,207X00000X,0,,1508848342,NPI-2,2005-11-17,2008-04-20,SCOTT SIVERHUS,President Owner,"Orthopaedic Surgery, Adult Reconstructive Orthopaedic Surgery; Durable Medical Equipment & Medical Supplies; Orthopaedic Surgery",United States,No,,,,,,,,,
PARTNERS PHYSICIAN GROUP,(330) 896-3447,,1946 TOWN PARK BLVD,,UNIONTOWN,OH,446857855,Orthopaedic Surgery,207X00000X,0,,1467490961,NPI-2,2006-06-04,2022-02-23,TIMOTHY LONGVILLE,Chief Accounting Officer and Contro,"Family Medicine; Family Medicine, Sports Medicine; Internal Medicine, Cardiovascular Disease; Internal Medicine, Endocrinology, Diabetes & Metabolism; Orthopaedic Surgery, Hand Surgery; Physical Medicine & Rehabilitation; Psychiatry & Neurology, Psychiatry; Urology; Podiatrist; Orthopaedic Surgery",United States,No,,,,,,,,,
DABMD,(216) 381-9000,216-381-2151,13916 CEDAR RD,,UNIVERSITY HTS,OH,441183204,"Clinic/Center, Urgent Care",261QU0200X,0,,1376872960,NPI-2,2009-12-10,2010-04-23,MARIA KATZAKIS,office manager,"Emergency Medicine; Pediatrics; Orthopaedic Surgery; General Practice; Internal Medicine; Clinic/Center, Urgent Care",United States,No,,,,,,,,,
"FAR OAKS ORTHOPEDISTS, INC.",(937) 433-1336,937-433-1340,55 ELVA COURT,SUITE 100,VANDALIA,OH,45377,Orthopaedic Surgery,207X00000X,0,,1386751980,NPI-2,2006-08-23,2008-10-02,STEVEN KLEINHENZ,PHYSICIAN,Orthopaedic Surgery,United States,No,,,,,,,,,
"NORTH HILL ORTHOPAEDIC SURGERY, INC.",(330) 334-5265,330-334-5006,1 PARK CENTER DR STE 304,ONE PARK CENTRE DRIVE,WADSWORTH,OH,442819452,"Physical Medicine & Rehabilitation, Pain Medicine",2081P2900X,0,,1457449639,NPI-2,2006-10-11,2025-09-11,JEFFREY THARP,President,"Orthopaedic Surgery, Adult Reconstructive Orthopaedic Surgery; Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Physical Medicine & Rehabilitation, Pain Medicine",United States,No,,,,,,,,,
"HOWLAND ORTHOPEDIC CENTER, INC.",(330) 856-9201,330-856-4059,321 NILES CORTLAND RD NE,,WARREN,OH,444841974,Orthopaedic Surgery,207X00000X,0,,1962523241,NPI-2,2007-04-03,2020-08-22,OSCAR STERLE,PRESIDENT,Orthopaedic Surgery,United States,No,,,,,,,,,
"CENTRAL OHIO PRIMARY CARE PHYSICIANS, INC.",(614) 326-2672,614-326-2685,655 AFRICA RD,,WESTERVILLE,OH,430829808,Internal Medicine,207R00000X,0,,1194705194,NPI-2,2006-01-18,2022-12-12,DONALD DEEP,CEO,"Dietitian, Registered; Family Medicine; Family Medicine, Hospice and Palliative Medicine; Family Medicine, Sports Medicine; Internal Medicine, Cardiovascular Disease; Internal Medicine, Endocrinology, Diabetes & Metabolism; Internal Medicine, Infectious Disease; Internal Medicine, Rheumatology; Pediatrics; Physical Medicine & Rehabilitation; Hospitalist; Physical Therapist; Physician Assistant; Internal Medicine",United States,No,,,,,,,,,
OHIOHEALTH CORPORATION,(614) 588-0020,614-588-2031,300 POLARIS PKWY STE 2150,,WESTERVILLE,OH,430827808,Family Medicine,207Q00000X,0,,1710285812,NPI-2,2011-03-14,2011-03-14,MARK WUESTEWALD,Director of Revenue Cycle,"Family Medicine, Sports Medicine; Internal Medicine; Internal Medicine, Sports Medicine; Family Medicine",United States,No,,,,,,,,,
WESTERVILLE HEALTHCARE LLC,(614) 384-0800,614-384-0801,191 W SCHROCK RD,,WESTERVILLE,OH,430812890,"Physical Medicine & Rehabilitation, Sports Medicine",2081S0010X,0,,1194071597,NPI-2,2012-08-03,2013-02-18,ROBERT BROOKS,CEO/owner,"Physical Medicine & Rehabilitation, Sports Medicine",United States,No,,,,,,,,,
NORTHCOAST HAND CENTER INC.,(440) 871-6060,,26908 DETROIT RD,SUITE 200,WESTLAKE,OH,441452398,"Orthopaedic Surgery, Hand Surgery",207XS0106X,0,,1730273640,NPI-2,2006-10-03,2011-01-07,STEPHEN EVANS,Owner,"Orthopaedic Surgery, Hand Surgery",United States,No,,,,,,,,,
CENTRAL STATE UNIVERSITY,(937) 925-3748,972-367-3451,1400 BRUSH ROW RD,,WILBERFORCE,OH,453845800,Family Medicine,207Q00000X,0,,1508244641,NPI-2,2015-05-08,2015-05-08,MOUZON BASS,Agent,"Family Medicine, Sports Medicine; Family Medicine",United States,No,,,,,,,,,
