practice_name,phone,fax,address_line_1,address_line_2,city,state,zip_code,primary_taxonomy,taxonomy_code,estimated_physician_count,physician_names_sample,npi,enumeration_type,enumeration_date,last_updated,authorized_official_name,authorized_official_title,all_taxonomies,country
MCLEOD PHYSICIAN ASSOCIATES II,(843) 777-3100,843-777-3111,2437 WILLWOOD DR,,FLORENCE,SC,295013904,Family Medicine,207Q00000X,0,,1629041009,NPI-2,2006-02-08,2022-06-07,KENNETH BEASLEY,Senior Vice President,"Family Medicine, Sports Medicine; Nurse Practitioner, Family; Family Medicine",United States
PAIN TREATMENT CENTERS LLC,(843) 669-9500,843-669-1054,505 W PALMETTO ST,,FLORENCE,SC,295014427,Chiropractor,111N00000X,0,,1023513199,NPI-2,2018-03-29,2018-03-29,STEVEN MCKAY,President,"Family Medicine, Sports Medicine; Chiropractor",United States
CAROLINA INTEGRATED MEDICINE LLC,(803) 548-8114,,8451 CHARLOTTE HWY,,FORT MILL,SC,297077587,"Physical Medicine & Rehabilitation, Sports Medicine",2081S0010X,0,,1558738344,NPI-2,2015-08-27,2015-08-27,RYAN VALENCIC,President,"Physical Medicine & Rehabilitation, Sports Medicine",United States
"CAROLINA ORTHOPAEDIC SURGERY ASSOCIATES, P.A.",(803) 548-2425,803-329-2611,1690 WEST HWY 160,,FORT MILL,SC,29715,Orthopaedic Surgery,207X00000X,0,,1194033829,NPI-2,2010-09-15,2010-09-15,MARY ELKINS,Administrator,Orthopaedic Surgery,United States
CAROLINAS PHYSICIANS NETWORK INC,(803) 548-2424,,1690 HIGHWAY 160 W,,FORT MILL,SC,297088024,Orthopaedic Surgery,207X00000X,0,,1518570761,NPI-2,2020-08-27,2023-03-09,SCOTT RISSMILLER,Enterprise EVP,"Orthopaedic Surgery, Sports Medicine; Orthopaedic Surgery",United States
"CAROLINAS PHYSICIANS NETWORK, INC.",(803) 548-2424,,1690 HIGHWAY 160 W,,FORT MILL,SC,297088024,Orthopaedic Surgery,207X00000X,0,,1881049104,NPI-2,2016-04-25,2016-04-25,THOMAS LAYMON,Vice President,Orthopaedic Surgery,United States
INTEGRATIVE THERAPY AND PERFORMANCE SPECIALISTS LLC,(803) 792-7367,,534 RIVER CROSSING DR STE 101,,FORT MILL,SC,297157900,Physical Therapist,225100000X,0,,1164292082,NPI-2,2024-01-02,2024-01-02,CLINTON SERAFINO,Owner,"Physical Medicine & Rehabilitation, Sports Medicine; Physical Therapist, Sports; Physical Therapist, Orthopedic; Physical Therapy Assistant; Occupational Therapist, Hand; Physical Therapist",United States
UZA32SC02,(803) 802-2225,,1808 SECOND BAXTER XING STE 108A,,FORT MILL,SC,297086436,Chiropractor,111N00000X,0,,1588412175,NPI-2,2024-05-08,2024-05-08,SAMUEL CURTIS,Manager,"Chiropractor; Orthopaedic Surgery; Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Pain Medicine, Interventional Pain Medicine",United States
BON SECOURS MEDICAL GROUP GREENVILLE SPECIALTY CARE LLC,(864) 234-7654,864-675-1657,910 N MAIN ST,,FOUNTAIN INN,SC,296441320,Orthopaedic Surgery,207X00000X,0,,1760361174,NPI-2,2025-08-29,2025-08-29,CASSIE LOWE,DIRECTOR PAYER DELEGATION,"Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery, Adult Reconstructive Orthopaedic Surgery; Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Orthopaedic Surgery, Foot and Ankle Surgery; Orthopaedic Surgery, Sports Medicine; Orthopaedic Surgery",United States
"GAFFNEY HMA PHYSICIAN MANAGEMENT, INC.",(864) 488-3336,864-488-4439,104 PROFESSIONAL PARK,SUITE A,GAFFNEY,SC,293402319,"Orthopaedic Surgery, Sports Medicine",207XX0005X,0,,1851575518,NPI-2,2007-12-18,2009-04-16,STANLEY MCLEMORE,Sr. Vice President,"Orthopaedic Surgery, Sports Medicine; Durable Medical Equipment & Medical Supplies",United States
"GAFFNEY HMA PHYSICIAN MANAGEMENT, LLC",(864) 489-3286,864-489-6694,114 W 9TH ST,,GAFFNEY,SC,293402300,Family Medicine,207Q00000X,0,,1720061278,NPI-2,2005-11-29,2009-10-28,STANLEY MCLEMORE,Senior Vice President,"Anesthesiology; Internal Medicine; Pediatrics; Surgery; Nurse Anesthetist, Certified Registered; Podiatrist, Foot & Ankle Surgery; Obstetrics & Gynecology; Advanced Practice Midwife; Orthopaedic Surgery, Sports Medicine; Nurse Practitioner, Family; Family Medicine",United States
LIMESTONE COLLEGE,(864) 488-8361,972-367-3451,1115 COLLEGE DR,,GAFFNEY,SC,293403778,Orthopaedic Surgery,207X00000X,0,,1033585310,NPI-2,2015-08-20,2015-08-20,MOUZON BASS,Agent,"Orthopaedic Surgery, Sports Medicine; Orthopaedic Surgery",United States
MARY BLACK HEALTH SYSTEM LLC,(864) 488-2507,864-488-9031,724 HYATT ST,SUITE F,GAFFNEY,SC,293412630,Orthopaedic Surgery,207X00000X,0,,1699839530,NPI-2,2006-12-21,2020-08-22,REBECCA HURLEY,Senior Vice President,Orthopaedic Surgery,United States
CLAIRE ORTHOPEDICS PA,(843) 546-4811,843-546-2783,1001 N FRASER ST,,GEORGETOWN,SC,294402848,Orthopaedic Surgery,207X00000X,0,,1720305709,NPI-2,2010-04-29,2010-04-29,ARTHUR AHEARN,Owner,Orthopaedic Surgery,United States
DRS A MASON AHEARN & WRIGHT G SKINNER III,(843) 527-4447,843-527-6423,1001 N FRASER ST,,GEORGETOWN,SC,294402848,Orthopaedic Surgery,207X00000X,0,,1174509244,NPI-2,2005-12-20,2008-07-29,GINI MCCURDY,ADMINISTRATOR,Orthopaedic Surgery,United States
"GEORGETOWN ORTHOPAEDICS, LLC",(843) 325-1315,,2185 N FRASER ST,,GEORGETOWN,SC,294406418,Orthopaedic Surgery,207X00000X,0,,1548549017,NPI-2,2011-08-15,2011-08-15,DEANNE OWENS,Credentialing Coordinator,Orthopaedic Surgery,United States
GEORGETOWN PHYSICIAN ASSOCIATES LLC,(843) 652-8290,843-546-8216,606 BLACK RIVER RD STE 300,,GEORGETOWN,SC,294403304,Family Medicine,207Q00000X,0,,1881410587,NPI-2,2024-11-26,2025-01-13,ERIN SHAFFER BEADLE,Chief Financial Officer (CFO)/EVP,"Anesthesiology; Emergency Medicine, Undersea and Hyperbaric Medicine; Family Medicine; Internal Medicine; Internal Medicine, Hematology & Oncology; Obstetrics & Gynecology; Orthopaedic Surgery; Otolaryngology; Pediatrics; Psychiatry & Neurology, Neurology; Surgery; Urology",United States
"GEORGETOWN PHYSICIAN ASSOCIATES, LLC",(843) 527-1800,843-527-6528,2185 N FRASER ST,,GEORGETOWN,SC,29440,Orthopaedic Surgery,207X00000X,0,,1912401399,NPI-2,2018-03-21,2020-05-01,ELIZABETH WARD,EVP & CFO,Orthopaedic Surgery,United States
EAST COOPER PHYSICIAN GROUP LLC,(843) 971-9350,843-971-9351,7 S ALLIANCE DR STE 111B,,GOOSE CREEK,SC,294457296,Orthopaedic Surgery,207X00000X,0,,1174335491,NPI-2,2025-01-23,2026-02-28,LEEA WALTON,RCS Manager,Orthopaedic Surgery,United States
EAST COOPER PHYSICIAN GROUP LLC,(843) 971-9350,843-971-9351,7 S ALLIANCE DR STE 111B,,GOOSE CREEK,SC,294457296,Orthopaedic Surgery,207X00000X,0,,1861253999,NPI-2,2024-01-16,2026-02-28,LEEA WALTON,RCS Manager,Orthopaedic Surgery,United States
EAST COOPER PHYSICIAN GROUP LLC,(843) 971-9350,843-971-9351,7 S ALLIANCE DR STE 111B,,GOOSE CREEK,SC,294457296,"Orthopaedic Surgery, Sports Medicine",207XX0005X,0,,1255294989,NPI-2,2025-12-09,2026-02-28,LEEA WALTON,RCS Manager,"Orthopaedic Surgery, Sports Medicine",United States
ROPER SAINT FRANCIS PHYSICIANS NETWORK,(843) 881-9159,843-606-8051,149 SAINT JAMES AVE,,GOOSE CREEK,SC,294452923,"Orthopaedic Surgery, Foot and Ankle Surgery",207XX0004X,0,,1427392281,NPI-2,2012-11-19,2018-01-15,ROBERT OLIVERIO,VP/CEO RSFPP,"Orthopaedic Surgery, Foot and Ankle Surgery",United States
AMERICAN ORTHOPEDICS LLC,(864) 483-6715,,45 CLUB FOREST LN,,GREENVILLE,SC,296053153,Orthopaedic Surgery,207X00000X,0,,1760292387,NPI-2,2025-01-08,2025-01-08,DREW RATNER,President & Founding Partner,Orthopaedic Surgery,United States
BAPTIST EASLEY,(864) 631-2799,864-631-2795,11402 ANDERSON RD,,GREENVILLE,SC,296117502,Pediatrics,208000000X,0,,1508112459,NPI-2,2012-07-30,2012-11-28,JAMES POPE,Finance Director/CFO,Emergency Medicine; Family Medicine; Internal Medicine; Orthopaedic Surgery; Surgery; Pediatrics,United States
BARBOUR ORTHOPAEDICS & SPORTS MEDICINE PC,(404) 480-9330,,103 S VENTURE DR STE B,,GREENVILLE,SC,296153571,Orthopaedic Surgery,207X00000X,0,,1801629407,NPI-2,2024-08-21,2024-08-21,GREGORY ZIMMERMAN,Area Manager,Orthopaedic Surgery,United States
BON SECOURS MEDICAL GROUP GREENVILLE PRIMARY CARE LLC,(864) 603-6099,,1 SAINT FRANCIS DR,,GREENVILLE,SC,296013955,Family Medicine,207Q00000X,0,,1013670207,NPI-2,2021-10-15,2021-10-15,WILBUR GAY,CFO,"Family Medicine, Geriatric Medicine; Internal Medicine; Internal Medicine, Sports Medicine; Pediatrics; Home Health; Clinic/Center, Primary Care; Specialist; Family Medicine",United States
BON SECOURS MEDICAL GROUP GREENVILLE SPECIALTY CARE LLC,(864) 234-7654,864-675-1657,209 PATEWOOD DR STE 200,,GREENVILLE,SC,296153589,Orthopaedic Surgery,207X00000X,0,,1184367955,NPI-2,2022-04-19,2022-04-19,WILBUR GAY,CFO,"Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery, Adult Reconstructive Orthopaedic Surgery; Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Orthopaedic Surgery, Foot and Ankle Surgery; Orthopaedic Surgery, Sports Medicine; Orthopaedic Surgery",United States
BON SECOURS MEDICAL GROUP GREENVILLE SPECIALTY CARE LLC,(864) 234-9900,864-234-9090,317 SAINT FRANCIS DR STE 310,,GREENVILLE,SC,296013968,Orthopaedic Surgery,207X00000X,0,,1508501313,NPI-2,2022-05-05,2022-05-05,WILBUR GAY,CFO,"Orthopaedic Surgery, Sports Medicine; Orthopaedic Surgery, Foot and Ankle Surgery; Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery, Adult Reconstructive Orthopaedic Surgery; Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Orthopaedic Surgery",United States
BON SECOURS MEDICAL GROUP GREENVILLE SPECIALTY CARE LLC,(864) 234-7654,864-675-1657,1050 GROVE RD,,GREENVILLE,SC,296054649,Orthopaedic Surgery,207X00000X,0,,1922741792,NPI-2,2022-04-19,2022-04-19,WILBUR GAY,CFO,"Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery, Adult Reconstructive Orthopaedic Surgery; Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Orthopaedic Surgery, Foot and Ankle Surgery; Orthopaedic Surgery, Sports Medicine; Orthopaedic Surgery",United States
BON SECOURS MEDICAL GROUP GREENVILLE SPECIALTY CARE LLC,(864) 234-7654,864-675-1657,35 INTERNATIONAL DR,,GREENVILLE,SC,296154816,Orthopaedic Surgery,207X00000X,2,"W. BATSON, M.D.; LAURA COOK, MD",1083359897,NPI-2,2022-05-05,2022-05-05,WILBUR GAY,CFO,"Orthopaedic Surgery, Adult Reconstructive Orthopaedic Surgery; Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Orthopaedic Surgery, Foot and Ankle Surgery; Orthopaedic Surgery, Sports Medicine; Orthopaedic Surgery",United States
BON SECOURS MEDICAL GROUP GREENVILLE SPECIALTY CARE LLC,(864) 234-9900,864-234-9090,209 PATEWOOD DR STE 200,,GREENVILLE,SC,296153589,Orthopaedic Surgery,207X00000X,0,,1609511419,NPI-2,2022-05-05,2022-05-05,WILBUR GAY,CFO,"Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery, Adult Reconstructive Orthopaedic Surgery; Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Orthopaedic Surgery, Foot and Ankle Surgery; Orthopaedic Surgery, Sports Medicine; Orthopaedic Surgery",United States
BON SECOURS MEDICAL GROUP GREENVILLE SPECIALTY CARE LLC,(864) 603-6099,,1 SAINT FRANCIS DR,,GREENVILLE,SC,296013955,"Internal Medicine, Cardiovascular Disease",207RC0000X,0,,1821679580,NPI-2,2021-04-15,2026-03-11,CASSIE LOWE,"System Director, Payer Delegation &","Obstetrics & Gynecology; Surgery; Psychiatry & Neurology, Psychiatry; Orthopaedic Surgery; Psychologist; Pediatrics, Pediatric Pulmonology; Dermatology; Pediatrics; Pediatrics, Neurodevelopmental Disabilities; Internal Medicine, Endocrinology, Diabetes & Metabolism; Internal Medicine, Hematology & Oncology; Internal Medicine, Sleep Medicine; Internal Medicine, Geriatric Medicine; Psychiatry & Neurology, Neurology; Internal Medicine, Cardiovascular Disease",United States
BON SECOURS MEDICAL GROUP GREENVILLE SPECIALTY CARE LLC,(864) 234-7654,888-412-1282,180 HALTON RD,,GREENVILLE,SC,296073508,Orthopaedic Surgery,207X00000X,0,,1124871066,NPI-2,2024-04-10,2024-04-10,WILBUR GAY,CFO,"Orthopaedic Surgery; Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery, Adult Reconstructive Orthopaedic Surgery; Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Orthopaedic Surgery, Foot and Ankle Surgery; Orthopaedic Surgery, Sports Medicine",United States
CAROLINA ORTHOPAEDIC AND NEUROSURGICAL ASSOCIATES,(864) 582-6396,864-582-1608,CAROLINA ORTHOPAEDIC AND NEUROSURGICAL ASSOCIATES,220 ROPER MOUNTAIN ROAD EXTENSION,GREENVILLE,SC,29615,Neurological Surgery,207T00000X,0,,1932668217,NPI-2,2019-03-18,2019-03-18,KAREN WALCHER,Office Manager,Orthopaedic Surgery; Physical Medicine & Rehabilitation; Neurological Surgery,United States
CAROLINA ORTHOPAEDIC CENTER,(864) 234-9900,864-234-9090,209 PATEWOOD DR,SUITE 200,GREENVILLE,SC,296153589,Orthopaedic Surgery,207X00000X,0,,1821066002,NPI-2,2006-03-14,2008-04-20,REBECCA TONEY,Billing Manager,Durable Medical Equipment & Medical Supplies; Orthopaedic Surgery,United States
FLASHPOINT PERFORMANCE LLC,(864) 735-0593,,101 WOODRUFF INDUSTRIAL LN,,GREENVILLE,SC,296074101,"Clinic/Center, Physical Therapy",261QP2000X,0,,1376369678,NPI-2,2024-12-02,2024-12-02,MATTHEW HANNAN,Co Founder,"Physical Medicine & Rehabilitation, Sports Medicine; Clinic/Center, Physical Therapy",United States
GINGERICH LLC,(937) 623-1975,,1320 HAMPTON AVE STE 11B,,GREENVILLE,SC,296011044,"Physical Medicine & Rehabilitation, Sports Medicine",2081S0010X,0,,1811585144,NPI-2,2021-01-03,2024-12-19,CODY GINGERICH,Owner,"Physical Medicine & Rehabilitation, Sports Medicine",United States
GYH32SC03,(864) 288-8593,,1 CREEKVIEW CT STE B,,GREENVILLE,SC,296154839,Chiropractor,111N00000X,0,,1891543492,NPI-2,2024-05-08,2024-05-08,SAMUEL CURTIS,Manager,"Chiropractor; Orthopaedic Surgery; Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Pain Medicine, Interventional Pain Medicine",United States
"HELSE ALLIANCE, LLC",(864) 454-4368,864-454-4348,200 PATEWOOD DRIVE,SUITE B400,GREENVILLE,SC,29615,Otolaryngology,207Y00000X,0,,1356944193,NPI-2,2020-11-16,2020-11-16,ROBERT BROWN,OWner,"Orthopaedic Surgery; Otolaryngology, Pediatric Otolaryngology; Otolaryngology",United States
SHRINERS HOSPITALS FOR CHILDREN,(864) 271-3444,864-271-4471,950 W FARIS RD,,GREENVILLE,SC,296054255,"Orthopaedic Surgery, Pediatric Orthopaedic Surgery",207XP3100X,0,,1134566953,NPI-2,2013-06-03,2023-01-13,JERRY GANTT,President,"Physician Assistant; Nurse Practitioner; Orthopaedic Surgery, Pediatric Orthopaedic Surgery",United States
ST FRANCIS PHYSICIAN SERVICES INC,(864) 234-7654,864-675-1657,35 INTERNATIONAL DR,,GREENVILLE,SC,296154816,"Orthopaedic Surgery, Sports Medicine",207XX0005X,2,"W. BATSON, M.D.; LAURA COOK, MD",1972560316,NPI-2,2006-04-28,2021-02-05,WILBUR GAY,CFO,"Orthopaedic Surgery; Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery, Adult Reconstructive Orthopaedic Surgery; Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Orthopaedic Surgery, Foot and Ankle Surgery; Orthopaedic Surgery, Sports Medicine",United States
ST FRANCIS PHYSICIAN SERVICES INC,(864) 234-7654,864-675-1657,35 INTERNATIONAL DR,,GREENVILLE,SC,296154816,Orthopaedic Surgery,207X00000X,2,"W. BATSON, M.D.; LAURA COOK, MD",1235184540,NPI-2,2006-05-24,2014-04-16,CHERYL FAIRLEY,Vice President Network Operations,"Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery, Adult Reconstructive Orthopaedic Surgery; Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Orthopaedic Surgery, Foot and Ankle Surgery; Orthopaedic Surgery, Sports Medicine; Orthopaedic Surgery",United States
ST. FRANCIS PHYSICIAN SERVICES INC,(864) 255-1554,864-679-8972,2 INNOVATION DR,SUITE 250,GREENVILLE,SC,296075261,"Family Medicine, Sports Medicine",207QS0010X,0,,1750608980,NPI-2,2010-04-28,2016-07-17,WILBUR GAY,Vice President of Finance-BSMG,"Family Medicine, Sports Medicine",United States
"ST. FRANCIS PHYSICIAN SERVICES, INC",(864) 242-4263,864-242-2250,1011 FRONTAGE RD,,GREENVILLE,SC,296154240,"Orthopaedic Surgery, Hand Surgery",207XS0106X,4,"TIMOTHY BROWN, MD; ANDREW CROSS, M.D.; TIMOTHY DEW, MD; GREGORY FAUCHER, M.D.",1417225178,NPI-2,2011-12-09,2011-12-09,BETSY PEARSON,Director of Finance & Accounting,"Orthopaedic Surgery, Hand Surgery",United States
LAKELANDS ORTHOPAEDIC CLINIC PA,(864) 229-2663,864-223-5694,102 GREGOR MENDEL CIR,,GREENWOOD,SC,296462315,Orthopaedic Surgery,207X00000X,2,"JOHN CATHCART, MD; RICHARD CHRISTIAN, MD",1225122070,NPI-2,2006-10-03,2008-09-18,SUSAN POORE,Accountant Billing Manager,Orthopaedic Surgery,United States
PROVIDENCE FOOT & ANKLE CENTERS PC,(866) 896-3338,770-790-4752,1110 MARSHALL RD,WELLNESS CENTER,GREENWOOD,SC,296464216,Podiatrist,213E00000X,0,,1356598593,NPI-2,2008-08-19,2013-01-31,ADRIENNE ATKINSON-SNEED,CEO,"Podiatrist, Foot & Ankle Surgery; Podiatrist, Primary Podiatric Medicine; Podiatrist, Radiology; Podiatrist, Sports Medicine; Podiatrist",United States
SELF MEDICAL GROUP,(864) 229-2663,864-223-0539,102 GREGOR MENDEL CIR,,GREENWOOD,SC,296462315,Orthopaedic Surgery,207X00000X,2,"JOHN CATHCART, MD; RICHARD CHRISTIAN, MD",1952772253,NPI-2,2015-10-13,2022-06-28,MATTHEW LOGAN,President,"Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery, Sports Medicine; Durable Medical Equipment & Medical Supplies; Orthopaedic Surgery",United States
ACHESBEGONE LLC,(864) 325-9694,,103A REGENCY COMMONS DR,,GREER,SC,296505210,"Clinic/Center, Multi-Specialty",261QM1300X,0,,1285156554,NPI-2,2017-07-08,2022-07-21,THOMAS CANIPE,OWNER,"Orthopaedic Surgery; Clinic/Center, Multi-Specialty",United States
"GREER GROUP PRACTICE, LLC",(864) 877-4639,,501-B MEMORIAL EXTENSION DRIVE,,GREER,SC,29651,Orthopaedic Surgery,207X00000X,0,,1063566263,NPI-2,2007-01-23,2020-08-22,GINA HILLERS,Credentialing Specialist,Orthopaedic Surgery,United States
SPARTANBURG MEDICAL CENTER,(864) 530-8663,864-849-9394,2755 S HIGHWAY 14 STE 1200M,,GREER,SC,29650,"Orthopaedic Surgery, Orthopaedic Trauma",207XX0801X,0,,1114432077,NPI-2,2017-12-13,2018-05-23,KENNETH MEINKE,Chief Financial Officer,"Orthopaedic Surgery; Orthopaedic Surgery, Orthopaedic Trauma",United States
HILTON HEAD REGIONAL PHYSICIAN GROUP LLC,(843) 682-7480,843-681-9169,408 JACKSON AVE E STE E,,HAMPTON,SC,299243602,Orthopaedic Surgery,207X00000X,0,,1891678876,NPI-2,2025-07-28,2026-03-03,LEEA WALTON,RCS Manager,"Orthopaedic Surgery, Sports Medicine; Orthopaedic Surgery",United States
GARSKE OROTHOPAEDICS PC,(843) 784-8330,843-784-8334,1010 MEDICAL CENTER DR STE 240,,HARDEEVILLE,SC,29927,Orthopaedic Surgery,207X00000X,0,,1649379728,NPI-2,2006-09-22,2008-01-02,JEFFREY GARSKE,Owner,Orthopaedic Surgery,United States
HARTSVILLE MEDICAL GROUP LLC,(843) 383-5191,,701 MEDICAL PARK DR,,HARTSVILLE,SC,295504777,Internal Medicine,207R00000X,0,,1598995300,NPI-2,2009-07-15,2025-06-19,JOHNETTA TRAYLOR,Administrator,"Obstetrics & Gynecology; Orthopaedic Surgery; Internal Medicine, Endocrinology, Diabetes & Metabolism; Internal Medicine, Nephrology; Otolaryngology; Preventive Medicine, Occupational Medicine; Internal Medicine, Pulmonary Disease; General Practice; Hospitalist; Nurse Practitioner; Advanced Practice Midwife; Allergy & Immunology; Family Medicine; Internal Medicine, Cardiovascular Disease; Internal Medicine",United States
MCLEOD PHYSICIAN ASSOCIATES II,(843) 777-7122,843-777-7102,1319 SOUTH 4TH STREET,,HARTSVILLE,SC,29550,Orthopaedic Surgery,207X00000X,0,,1003321167,NPI-2,2017-12-11,2022-06-07,KENNETH BEASLEY,Senior Vice President,"Internal Medicine, Cardiovascular Disease; Orthopaedic Surgery",United States
GAVIN ORTHOPAEDICS,(843) 681-5077,843-681-5012,19 MOSS CREEK VLG STE D,,HILTON HEAD,SC,299261127,Orthopaedic Surgery,207X00000X,0,,1598955726,NPI-2,2007-07-25,2024-10-09,J GAVIN,Owner,Orthopaedic Surgery,United States
HILTON HEAD REGIONAL PHYSICIAN GROUP LLC,(843) 682-7480,843-681-9169,8 HOSPITAL CENTER BLVD STE 110,,HILTON HEAD,SC,299268701,Orthopaedic Surgery,207X00000X,0,,1497516538,NPI-2,2024-01-16,2026-03-01,LEEA WALTON,RCS Manager,Orthopaedic Surgery,United States
BEAUFORT ORTHOPAEDIC SPORTS AND SPINE CENTER LLC,(843) 681-2363,843-342-3140,39 HOSPITAL CENTER CMNS,,HILTON HEAD ISLAND,SC,299262837,Orthopaedic Surgery,207X00000X,0,,1700459567,NPI-2,2021-07-20,2021-07-20,STEPHANIE GRIGGS,Practice Manager,Orthopaedic Surgery,United States
"DR. NICHOLAS E. MIHELIC, P.A.",(843) 342-5210,843-342-5201,35 BILL FRIES DR,BUILDING A ISLAND MEDICAL PLAZA,HILTON HEAD ISLAND,SC,299262730,Orthopaedic Surgery,207X00000X,0,,1073770541,NPI-2,2008-05-21,2008-05-21,NICHOLAS MIHELIC,Orthopaedic Surgeon,Orthopaedic Surgery,United States
HILTON HEAD SPORTS MEDICINE,(843) 689-9720,843-689-9704,22 BETHEA DR,,HILTON HEAD ISLAND,SC,299264702,"Family Medicine, Sports Medicine",207QS0010X,0,,1821089434,NPI-2,2005-11-02,2008-04-20,BRIAN ANDERSON,PRESIDENT,"Family Medicine, Sports Medicine",United States
"JEFFERY M. REUBEN, M. D. , PA",(843) 379-7746,843-522-1275,15 MOSS CREEK VLG,,HILTON HEAD ISLAND,SC,299261105,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine",207XS0117X,0,,1215232020,NPI-2,2011-01-26,2011-01-26,JEFFERY REUBEN,Owner,"Orthopaedic Surgery, Orthopaedic Surgery of the Spine",United States
ANMED HEALTH,(864) 716-6140,864-716-6149,21 S SHIRLEY AVE,,HONEA PATH,SC,296541503,Orthopaedic Surgery,207X00000X,0,,1760769434,NPI-2,2011-11-09,2016-03-31,CHRISTINE PEARSON,VP/CFO,Orthopaedic Surgery,United States
"CAROLINA ORTHOPAEDIC SURGERY ASSOCIATES, PA",(803) 802-3130,803-329-2611,6237 CAROLINA COMMONS DR,,INDIAN LAND,SC,297076014,Orthopaedic Surgery,207X00000X,0,,1730497462,NPI-2,2010-09-15,2010-09-15,MARY ELKINS,Administrator,Orthopaedic Surgery,United States
ORTHOCAROLINA,(803) 266-7547,803-849-8391,6237 CAROLINA COMMONS DR STE 110,,INDIAN LAND,SC,297074513,Orthopaedic Surgery,207X00000X,0,,1619641453,NPI-2,2021-08-05,2025-11-18,BRENT SHEAR,CFO,"Orthopaedic Surgery, Pediatric Orthopaedic Surgery; Physical Medicine & Rehabilitation, Pain Medicine; Orthopaedic Surgery, Sports Medicine; Orthopaedic Surgery, Adult Reconstructive Orthopaedic Surgery; Orthopaedic Surgery, Hand Surgery; Orthopaedic Surgery, Orthopaedic Surgery of the Spine; Orthopaedic Surgery, Foot and Ankle Surgery; Physician Assistant; Orthopaedic Surgery",United States
"ARCIS HEALTHCARE, LLC",(803) 256-4107,803-253-6676,1013 LAKE MURRAY BLVD,,IRMO,SC,290632824,Orthopaedic Surgery,207X00000X,0,,1235566191,NPI-2,2013-10-08,2015-12-29,ANNMARGARET MCCRAW,CEO,"Durable Medical Equipment & Medical Supplies; Neurological Surgery; Physical Medicine & Rehabilitation, Pain Medicine; Orthopaedic Surgery",United States
CAROLINA BONE & JOINT PA,(803) 227-4844,803-227-4875,1 WELLNESS BLVD STE 114,,IRMO,SC,290632873,Orthopaedic Surgery,207X00000X,0,,1699261917,NPI-2,2018-07-10,2024-05-17,NEAL GOLDBERGER,Vice President,"Internal Medicine, Rheumatology; Orthopaedic Surgery; Physical Therapist; Prosthetic/Orthotic Supplier",United States
